district,market_name,crop_type,date,season,modal_price,min_price,max_price,price_prev_day,avg_price_7d,avg_price_30d,quantity_arrived_kg,weather_event,transport_strike,import_arrival
Palakkad,Alathur,Tomato,2025-05-08,Rabi,31.7,28.68,34.46,28.37,33.63,31.5,11146,Drought,0,1
Malappuram,Tirur,Tomato,2025-05-09,Rabi,26.06,23.57,29.21,26.49,27.83,30.44,13234,Drought,0,1
Malappuram,Tirur,Banana,2025-05-10,Rabi,32.12,30.0,35.87,33.8,35.21,34.98,12026,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-05-11,Rabi,31.17,27.53,33.89,32.64,33.59,32.61,16056,None,0,0
Kozhikode,Vadakara,Tomato,2025-05-12,Rabi,34.2,31.38,38.1,34.14,33.24,30.09,10858,Rain,0,1
Thrissur,Chalakudy,Tomato,2025-05-13,Rabi,28.74,25.77,31.66,31.2,28.83,30.74,10322,None,0,1
Ernakulam,Perumbavoor,Tomato,2025-05-14,Rabi,29.08,27.03,33.0,30.63,29.43,29.6,15398,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-05-15,Rabi,43.19,39.98,46.45,44.16,39.02,39.49,12239,None,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-05-16,Rabi,21.64,18.03,23.96,20.16,22.08,21.09,6852,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-05-17,Rabi,32.14,29.17,35.73,31.38,33.89,35.89,12714,Flood,1,0
Ernakulam,Perumbavoor,Tomato,2025-05-18,Rabi,28.32,25.14,30.87,28.65,29.47,30.32,13741,Rain,0,1
Palakkad,Alathur,Paddy,2025-05-19,Rabi,23.42,20.46,25.56,23.38,23.46,21.91,9877,Rain,0,0
Ernakulam,Perumbavoor,Onion,2025-05-20,Rabi,44.42,40.43,47.9,44.91,38.75,41.65,18233,Rain,0,1
Kozhikode,Vadakara,Tomato,2025-05-21,Rabi,29.93,27.35,32.62,29.17,29.74,30.71,15833,None,0,1
Thrissur,Chalakudy,Onion,2025-05-22,Rabi,41.14,37.76,45.01,41.29,42.25,39.69,15092,Flood,0,0
Thrissur,Chalakudy,Onion,2025-05-23,Rabi,39.42,35.52,42.04,40.07,39.83,39.94,10867,None,0,0
Kozhikode,Vadakara,Tomato,2025-05-24,Rabi,32.69,30.21,36.44,31.59,28.89,32.12,14933,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-05-25,Rabi,35.23,32.77,38.86,34.38,37.28,39.05,2584,Drought,0,0
Palakkad,Alathur,Paddy,2025-05-26,Rabi,20.73,18.56,23.22,19.02,21.09,19.37,12248,Drought,0,0
Malappuram,Tirur,Banana,2025-05-27,Rabi,33.17,29.31,36.98,35.42,36.12,34.79,11020,None,0,0
Kollam,Kottarakkara,Paddy,2025-05-28,Rabi,24.97,22.02,27.84,22.64,18.89,20.92,18762,Rain,0,0
Ernakulam,Perumbavoor,Banana,2025-05-29,Rabi,33.6,30.23,35.69,33.33,31.84,34.95,14859,None,0,0
Palakkad,Alathur,Onion,2025-05-30,Rabi,41.58,39.22,44.31,40.64,38.94,38.71,12251,Drought,0,1
Thrissur,Chalakudy,Onion,2025-05-31,Rabi,37.84,34.77,41.31,36.07,39.36,39.51,10386,Flood,1,1
Palakkad,Alathur,Paddy,2025-06-01,Rabi,21.93,18.63,25.87,22.05,20.57,21.18,9025,Rain,0,0
Ernakulam,Perumbavoor,Onion,2025-06-02,Rabi,40.21,37.53,43.74,40.44,37.75,41.0,9355,None,0,0
Palakkad,Alathur,Paddy,2025-06-03,Rabi,21.18,18.12,23.25,22.93,22.39,21.03,10912,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-06-04,Rabi,22.9,19.79,25.67,23.91,20.07,20.21,5782,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-06-05,Rabi,21.31,18.27,24.51,21.19,22.7,21.36,16002,Flood,1,0
Malappuram,Tirur,Paddy,2025-06-06,Rabi,19.61,15.93,21.95,21.32,20.21,21.78,7623,None,0,0
Thrissur,Chalakudy,Onion,2025-06-07,Rabi,40.47,38.43,42.83,37.49,39.6,40.44,10437,Flood,1,1
Kollam,Kottarakkara,Tomato,2025-06-08,Rabi,27.9,25.61,31.75,29.17,29.84,29.51,12125,Rain,0,1
Kollam,Kottarakkara,Banana,2025-06-09,Rabi,39.27,37.2,41.33,41.0,35.74,34.44,12499,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-06-10,Rabi,29.21,25.34,32.23,28.19,33.28,32.13,8527,Flood,1,0
Palakkad,Alathur,Paddy,2025-06-11,Rabi,17.04,13.52,20.78,16.98,22.23,22.11,13244,None,0,0
Ernakulam,Perumbavoor,Paddy,2025-06-12,Rabi,19.07,15.72,22.47,16.17,18.36,19.73,9333,Flood,1,0
Palakkad,Alathur,Banana,2025-06-13,Rabi,33.68,30.19,35.94,32.16,34.51,33.77,12031,Rain,0,0
Palakkad,Alathur,Tomato,2025-06-14,Rabi,19.37,17.31,22.21,17.6,30.63,29.99,10999,Rain,0,1
Malappuram,Tirur,Paddy,2025-06-15,Rabi,22.77,20.36,26.24,24.09,19.58,20.82,12843,Flood,0,0
Palakkad,Alathur,Paddy,2025-06-16,Rabi,20.45,17.34,22.69,21.33,21.42,22.83,7409,Drought,0,0
Thrissur,Chalakudy,Tomato,2025-06-17,Rabi,29.76,25.89,32.73,28.4,30.91,28.38,13038,None,0,0
Palakkad,Alathur,Tomato,2025-06-18,Rabi,28.74,25.21,31.45,27.64,27.83,29.53,15253,Flood,1,0
Ernakulam,Perumbavoor,Banana,2025-06-19,Rabi,33.95,30.99,37.69,34.89,36.5,34.26,10323,None,0,0
Palakkad,Alathur,Onion,2025-06-20,Rabi,40.93,37.49,43.67,40.11,39.24,38.48,14778,Rain,0,1
Kollam,Kottarakkara,Banana,2025-06-21,Rabi,33.23,30.07,35.93,33.5,32.45,34.44,9714,Flood,1,0
Thrissur,Chalakudy,Banana,2025-06-22,Rabi,33.72,30.48,37.56,35.04,35.19,33.98,6695,Drought,0,0
Thrissur,Chalakudy,Banana,2025-06-23,Rabi,67.98,65.25,71.1,70.6,35.08,33.25,11659,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-06-24,Rabi,28.91,25.62,32.25,30.81,30.39,29.22,10587,Rain,0,1
Ernakulam,Perumbavoor,Paddy,2025-06-25,Rabi,23.24,19.41,27.11,25.64,23.29,21.76,11242,Rain,0,0
Ernakulam,Perumbavoor,Banana,2025-06-26,Rabi,27.52,24.46,31.31,27.97,34.0,34.14,12161,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-06-27,Rabi,31.35,28.24,35.14,32.19,34.95,34.68,14839,None,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-06-28,Rabi,22.21,19.39,26.0,21.59,20.89,21.09,12323,Rain,0,0
Ernakulam,Perumbavoor,Paddy,2025-06-29,Rabi,23.0,19.41,25.05,23.97,24.12,23.21,12238,Drought,0,0
Palakkad,Alathur,Paddy,2025-06-30,Rabi,13.33,10.98,16.08,15.19,20.19,20.2,10804,Flood,0,0
Ernakulam,Perumbavoor,Banana,2025-07-01,Rabi,33.11,29.34,36.38,34.03,31.66,32.92,13029,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-07-02,Rabi,35.25,33.05,38.74,36.21,32.82,33.02,10480,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-07-03,Rabi,30.48,27.01,32.82,32.71,26.93,29.78,8001,Flood,1,0
Thrissur,Chalakudy,Tomato,2025-07-04,Rabi,26.7,23.01,30.54,28.15,30.82,30.45,14763,None,0,0
Ernakulam,Perumbavoor,Banana,2025-07-05,Rabi,33.04,30.55,35.21,32.39,37.28,33.75,14205,None,0,0
Kozhikode,Vadakara,Paddy,2025-07-06,Rabi,21.01,17.17,23.24,18.24,17.93,20.42,15168,Rain,0,0
Ernakulam,Perumbavoor,Banana,2025-07-07,Rabi,35.58,33.25,38.1,36.95,32.52,35.62,9105,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-07-08,Rabi,21.43,17.97,24.7,21.41,20.74,22.34,9884,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-07-09,Rabi,37.3,34.01,40.67,37.33,39.4,43.38,14029,Drought,0,0
Thrissur,Chalakudy,Onion,2025-07-10,Rabi,39.18,37.17,42.53,37.6,37.18,38.97,12344,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-07-11,Rabi,42.85,39.22,45.21,44.53,40.34,39.68,12806,None,0,1
Ernakulam,Perumbavoor,Paddy,2025-07-12,Rabi,19.96,16.69,23.8,22.54,20.72,20.91,5352,Flood,0,0
Malappuram,Tirur,Tomato,2025-07-13,Rabi,29.61,25.71,33.37,30.86,28.4,29.25,14378,Drought,0,1
Thrissur,Chalakudy,Paddy,2025-07-14,Rabi,18.05,14.86,21.72,19.64,20.2,20.61,8628,Drought,0,0
Kozhikode,Vadakara,Onion,2025-07-15,Rabi,40.76,38.26,44.57,44.45,41.17,39.14,15406,None,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-07-16,Rabi,20.37,17.1,23.71,22.43,22.21,18.06,8987,Rain,0,0
Malappuram,Tirur,Onion,2025-07-17,Rabi,41.89,38.13,44.16,42.12,38.46,39.37,6281,Flood,0,0
Malappuram,Tirur,Paddy,2025-07-18,Rabi,20.82,17.11,23.16,24.14,22.21,23.19,14647,Rain,0,0
Palakkad,Alathur,Banana,2025-07-19,Rabi,36.05,32.2,38.38,39.01,34.57,33.81,15097,Flood,0,0
Ernakulam,Perumbavoor,Banana,2025-07-20,Rabi,36.91,34.34,40.35,36.19,32.92,34.14,14494,None,0,0
Kollam,Kottarakkara,Banana,2025-07-21,Rabi,35.6,32.95,38.91,33.46,36.87,33.36,11204,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-07-22,Rabi,19.19,16.97,22.27,23.24,21.36,20.15,14591,Flood,0,0
Ernakulam,Perumbavoor,Onion,2025-07-23,Rabi,41.54,37.63,44.06,41.26,41.26,39.17,10521,None,0,1
Thrissur,Chalakudy,Banana,2025-07-24,Rabi,29.98,26.56,32.49,27.99,36.71,35.64,12197,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-07-25,Rabi,37.33,33.43,40.23,37.09,33.63,34.06,11625,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-07-26,Rabi,29.57,27.52,33.36,31.29,30.23,30.71,15094,Rain,0,0
Malappuram,Tirur,Banana,2025-07-27,Rabi,34.78,32.77,38.18,33.32,31.97,34.15,11486,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-07-28,Rabi,30.17,26.28,33.22,30.15,33.88,28.67,6030,Rain,0,1
Kollam,Kottarakkara,Tomato,2025-07-29,Rabi,30.66,28.14,32.81,30.1,30.47,30.58,15852,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-07-30,Rabi,17.99,15.03,21.52,17.15,21.64,21.77,18580,Drought,0,0
Kollam,Kottarakkara,Onion,2025-07-31,Rabi,41.91,38.71,45.45,41.82,38.66,39.44,10221,Drought,0,1
Kozhikode,Vadakara,Paddy,2025-08-01,Rabi,22.31,19.05,24.6,22.7,19.01,20.56,14632,Rain,0,0
Thrissur,Chalakudy,Banana,2025-08-02,Rabi,34.7,32.53,37.4,35.55,34.57,35.63,12708,Rain,0,0
Malappuram,Tirur,Tomato,2025-08-03,Rabi,17.54,14.38,19.8,16.17,30.37,27.56,11447,None,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-08-04,Rabi,39.59,35.67,42.31,37.54,38.61,40.81,12692,None,0,0
Thrissur,Chalakudy,Onion,2025-08-05,Rabi,40.2,36.75,42.38,40.66,40.14,41.24,12370,None,0,0
Ernakulam,Perumbavoor,Banana,2025-08-06,Rabi,31.08,27.85,34.72,33.53,34.56,33.41,8239,None,0,0
Thrissur,Chalakudy,Paddy,2025-08-07,Rabi,21.79,18.46,25.77,21.61,23.36,20.65,9487,Rain,0,0
Thrissur,Chalakudy,Onion,2025-08-08,Rabi,41.79,38.56,44.17,43.18,40.25,40.68,11886,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-08-09,Rabi,30.47,28.1,32.97,32.22,30.94,29.83,16057,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-08-10,Rabi,25.27,23.15,27.53,28.35,27.44,29.37,11877,Drought,0,1
Malappuram,Tirur,Onion,2025-08-11,Rabi,39.71,36.29,42.01,41.22,38.41,40.26,10265,Flood,0,1
Malappuram,Tirur,Paddy,2025-08-12,Rabi,21.59,18.77,25.22,21.49,21.14,20.45,10469,Drought,0,0
Thrissur,Chalakudy,Onion,2025-08-13,Rabi,40.57,36.67,43.37,41.99,39.1,39.13,13840,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-08-14,Rabi,39.93,37.57,43.67,41.18,38.64,38.22,10400,Drought,0,0
Palakkad,Alathur,Paddy,2025-08-15,Rabi,19.47,16.41,22.83,19.35,20.04,21.74,11135,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-08-16,Rabi,40.3,37.34,43.26,40.54,40.29,39.98,13531,None,0,0
Palakkad,Alathur,Banana,2025-08-17,Rabi,32.41,28.98,36.27,34.51,33.65,32.69,12564,Flood,1,0
Kozhikode,Vadakara,Onion,2025-08-18,Rabi,38.3,35.24,40.36,39.3,43.31,39.21,12997,None,0,0
Thrissur,Chalakudy,Paddy,2025-08-19,Rabi,17.49,15.23,20.42,18.17,19.67,20.38,8696,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-08-20,Rabi,35.46,32.16,39.17,36.97,34.04,33.14,16768,Flood,0,0
Malappuram,Tirur,Banana,2025-08-21,Rabi,32.5,28.7,35.48,29.26,34.69,32.9,14965,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-08-22,Rabi,39.24,36.41,41.53,40.15,42.1,38.79,10302,Flood,1,0
Malappuram,Tirur,Tomato,2025-08-23,Rabi,29.85,27.04,32.86,32.16,29.01,29.41,13434,Drought,0,1
Malappuram,Tirur,Tomato,2025-08-24,Rabi,28.85,25.57,31.35,29.08,27.67,32.21,7956,None,0,0
Kollam,Kottarakkara,Paddy,2025-08-25,Rabi,20.36,16.95,23.18,20.31,23.87,19.68,17951,Flood,1,0
Palakkad,Alathur,Onion,2025-08-26,Rabi,41.51,37.78,44.9,42.14,38.52,40.57,9829,Flood,1,1
Palakkad,Alathur,Tomato,2025-08-27,Rabi,32.53,29.12,35.22,31.07,29.83,29.44,9037,Rain,0,0
Kollam,Kottarakkara,Banana,2025-08-28,Rabi,35.48,32.57,38.96,36.28,35.81,32.22,15192,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-08-29,Rabi,35.01,31.18,38.41,34.33,32.84,29.74,7882,Flood,0,1
Ernakulam,Perumbavoor,Banana,2025-08-30,Rabi,33.39,30.07,35.9,34.96,32.74,33.4,13780,Rain,0,0
Thrissur,Chalakudy,Tomato,2025-08-31,Rabi,30.01,26.9,32.5,30.89,30.36,30.48,10703,Rain,0,0
Ernakulam,Perumbavoor,Onion,2025-09-01,Rabi,40.46,37.54,42.93,39.07,41.93,39.37,15386,Rain,0,1
Thrissur,Chalakudy,Paddy,2025-09-02,Rabi,20.53,17.2,22.57,20.83,20.26,19.98,6765,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-09-03,Rabi,31.89,28.3,34.2,31.4,34.32,35.01,10662,Rain,0,0
Palakkad,Alathur,Tomato,2025-09-04,Rabi,28.24,24.79,31.29,26.08,30.72,31.38,15798,Drought,0,1
Malappuram,Tirur,Banana,2025-09-05,Rabi,35.42,32.02,37.65,36.38,36.55,34.33,13938,Flood,0,0
Ernakulam,Perumbavoor,Onion,2025-09-06,Rabi,39.36,36.68,42.79,37.32,38.97,39.99,12182,Rain,0,1
Kozhikode,Vadakara,Banana,2025-09-07,Rabi,37.85,34.49,40.39,37.97,35.77,33.56,11064,Drought,0,0
Kozhikode,Vadakara,Banana,2025-09-08,Rabi,31.34,29.29,34.36,30.23,34.79,34.01,14828,None,0,0
Malappuram,Tirur,Onion,2025-09-09,Rabi,40.36,36.79,42.42,39.83,43.22,39.91,15489,Drought,0,1
Kollam,Kottarakkara,Onion,2025-09-10,Rabi,39.2,35.72,42.42,40.26,41.39,40.21,4936,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-09-11,Rabi,10.52,7.65,14.38,12.37,21.79,21.45,6833,None,0,0
Kozhikode,Vadakara,Paddy,2025-09-12,Rabi,19.56,16.93,23.3,20.18,21.62,22.21,11565,Rain,0,0
Ernakulam,Perumbavoor,Onion,2025-09-13,Rabi,40.81,37.6,43.89,40.83,38.52,37.74,13293,Drought,0,1
Kozhikode,Vadakara,Banana,2025-09-14,Rabi,34.35,30.88,37.27,33.42,31.57,34.63,11202,Rain,0,0
Kozhikode,Vadakara,Banana,2025-09-15,Rabi,35.11,32.44,38.57,37.91,30.79,33.3,11371,None,0,0
Kollam,Kottarakkara,Paddy,2025-09-16,Rabi,23.91,21.52,26.37,21.46,23.9,21.14,11711,Rain,0,0
Kozhikode,Vadakara,Paddy,2025-09-17,Rabi,20.6,17.13,23.59,19.95,22.57,19.93,13036,Rain,0,0
Ernakulam,Perumbavoor,Paddy,2025-09-18,Rabi,20.23,17.09,23.68,19.09,24.88,21.42,13839,Rain,0,0
Malappuram,Tirur,Onion,2025-09-19,Rabi,42.28,39.22,45.4,40.15,42.63,37.49,9693,Rain,0,0
Thrissur,Chalakudy,Onion,2025-09-20,Rabi,39.08,35.4,42.26,39.95,40.33,39.83,11964,Drought,0,0
Kollam,Kottarakkara,Onion,2025-09-21,Rabi,38.04,34.21,41.72,35.79,41.09,40.69,16753,None,0,1
Thrissur,Chalakudy,Paddy,2025-09-22,Rabi,19.42,16.5,22.83,20.46,20.57,22.19,15065,Flood,1,0
Thrissur,Chalakudy,Banana,2025-09-23,Rabi,34.42,31.67,38.05,33.91,35.44,34.65,9946,Flood,1,0
Malappuram,Tirur,Paddy,2025-09-24,Rabi,18.34,15.39,20.62,17.91,23.27,22.15,8663,None,0,0
Palakkad,Alathur,Tomato,2025-09-25,Rabi,27.66,24.99,30.35,29.57,28.3,30.51,10151,Flood,0,0
Kollam,Kottarakkara,Onion,2025-09-26,Rabi,43.23,40.65,46.98,42.07,41.72,40.18,12756,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-09-27,Rabi,26.06,23.26,29.15,22.76,29.67,30.25,8624,Rain,0,1
Ernakulam,Perumbavoor,Onion,2025-09-28,Rabi,37.82,34.43,40.1,38.66,40.84,39.86,14340,Rain,0,0
Kollam,Kottarakkara,Paddy,2025-09-29,Rabi,18.65,14.75,22.46,18.12,23.47,21.07,12378,Flood,0,0
Kollam,Kottarakkara,Onion,2025-09-30,Rabi,44.61,41.62,47.4,42.51,41.19,41.66,11025,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-10-01,Rabi,41.72,38.65,44.03,40.25,38.97,40.38,14395,Flood,1,0
Ernakulam,Perumbavoor,Tomato,2025-10-02,Rabi,32.24,29.78,35.67,34.59,29.9,31.19,10973,None,0,1
Kollam,Kottarakkara,Paddy,2025-10-03,Rabi,13.68,10.74,17.65,13.99,21.67,21.42,7185,None,0,0
Kozhikode,Vadakara,Banana,2025-10-04,Rabi,31.75,29.46,33.81,31.9,31.47,34.83,14614,None,0,0
Thrissur,Chalakudy,Tomato,2025-10-05,Rabi,30.65,28.11,33.25,28.97,32.07,32.04,12441,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-10-06,Rabi,41.02,37.03,43.39,41.32,40.8,39.88,11896,None,0,0
Thrissur,Chalakudy,Tomato,2025-10-07,Rabi,31.81,28.53,35.23,35.33,27.9,29.9,8458,Flood,1,0
Kollam,Kottarakkara,Onion,2025-10-08,Rabi,43.18,40.66,45.59,42.3,37.84,40.64,17232,Rain,0,0
Kozhikode,Vadakara,Banana,2025-10-09,Rabi,60.06,57.68,63.39,60.37,34.61,35.41,9377,Flood,0,0
Ernakulam,Perumbavoor,Onion,2025-10-10,Rabi,67.62,64.87,71.62,66.94,38.25,39.67,15323,Drought,0,0
Ernakulam,Perumbavoor,Banana,2025-10-11,Rabi,35.13,32.5,38.07,36.1,34.22,34.52,9598,Rain,0,0
Palakkad,Alathur,Paddy,2025-10-12,Rabi,20.38,17.73,23.88,20.67,21.42,21.32,11584,None,0,0
Malappuram,Tirur,Banana,2025-10-13,Rabi,33.25,31.08,36.21,37.99,35.36,34.41,11300,None,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-10-14,Rabi,20.1,17.98,22.39,19.9,21.44,19.12,7291,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-10-15,Rabi,28.73,24.98,32.54,29.04,29.64,31.48,7552,Flood,0,1
Malappuram,Tirur,Banana,2025-10-16,Rabi,32.5,29.98,36.01,34.78,34.2,34.88,18153,None,0,0
Kozhikode,Vadakara,Onion,2025-10-17,Rabi,38.61,35.97,41.65,38.46,39.59,38.05,11068,None,0,0
Malappuram,Tirur,Tomato,2025-10-18,Rabi,31.76,27.81,34.36,32.57,30.93,29.62,10031,Drought,0,0
Palakkad,Alathur,Paddy,2025-10-19,Rabi,23.54,20.58,25.84,22.79,21.44,21.16,16385,Flood,1,0
Ernakulam,Perumbavoor,Tomato,2025-10-20,Rabi,31.94,28.47,34.08,30.0,28.22,30.58,11806,Rain,0,0
Kozhikode,Vadakara,Paddy,2025-10-21,Rabi,20.09,17.2,23.12,21.61,21.28,21.05,14339,Drought,0,0
Palakkad,Alathur,Tomato,2025-10-22,Rabi,29.25,26.12,31.97,31.6,28.82,30.66,16301,Rain,0,0
Malappuram,Tirur,Tomato,2025-10-23,Rabi,27.25,24.44,29.49,26.73,31.71,31.16,11485,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-10-24,Rabi,14.27,10.5,16.74,15.7,31.78,28.84,8388,Flood,1,0
Malappuram,Tirur,Paddy,2025-10-25,Rabi,21.45,18.44,23.96,22.39,20.55,21.68,9869,Flood,0,0
Kozhikode,Vadakara,Banana,2025-10-26,Rabi,29.77,27.13,32.23,29.13,34.09,33.72,8524,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-10-27,Rabi,30.37,27.17,33.08,29.6,35.35,35.26,15563,Drought,0,0
Kollam,Kottarakkara,Onion,2025-10-28,Rabi,38.37,34.84,40.45,36.64,40.74,40.64,13200,Rain,0,1
Malappuram,Tirur,Tomato,2025-10-29,Rabi,25.97,23.74,28.53,24.67,29.96,30.49,14301,Flood,1,0
Palakkad,Alathur,Banana,2025-10-30,Rabi,34.29,31.03,37.24,34.79,34.13,34.69,12938,Drought,0,0
Ernakulam,Perumbavoor,Onion,2025-10-31,Rabi,24.08,20.55,27.19,23.68,40.12,40.48,12802,None,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-11-01,Rabi,40.76,38.31,42.97,42.77,40.4,39.35,14650,None,0,0
Thrissur,Chalakudy,Paddy,2025-11-02,Rabi,18.27,15.94,20.32,16.65,21.5,21.52,8264,Rain,0,0
Malappuram,Tirur,Tomato,2025-11-03,Rabi,29.23,26.41,31.39,28.32,29.27,30.94,14119,None,0,1
Kollam,Kottarakkara,Paddy,2025-11-04,Rabi,20.96,18.81,24.61,20.14,18.98,22.42,13776,Rain,0,0
Malappuram,Tirur,Paddy,2025-11-05,Rabi,19.59,17.4,23.45,20.67,20.89,20.71,13305,Flood,1,0
Kollam,Kottarakkara,Banana,2025-11-06,Rabi,32.52,29.38,35.77,32.0,34.18,33.5,14007,Drought,0,0
Ernakulam,Perumbavoor,Banana,2025-11-07,Rabi,37.74,35.57,40.04,36.61,31.5,32.0,11548,Flood,0,0
Malappuram,Tirur,Paddy,2025-11-08,Rabi,19.67,16.87,22.4,19.98,21.2,19.4,6555,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-11-09,Rabi,30.59,27.34,33.08,30.79,29.36,28.34,13414,Drought,0,1
Kollam,Kottarakkara,Paddy,2025-11-10,Rabi,23.54,21.38,25.86,23.96,19.73,21.04,7901,Flood,0,0
Palakkad,Alathur,Tomato,2025-11-11,Rabi,32.12,29.17,34.43,32.24,27.35,29.7,13389,Drought,0,0
Malappuram,Tirur,Tomato,2025-11-12,Rabi,29.33,26.95,31.55,28.92,28.16,30.57,10054,None,0,1
Thiruvananthapuram,Neyyattinkara,Banana,2025-11-13,Rabi,29.69,25.7,32.54,29.13,35.47,33.61,17213,None,0,0
Palakkad,Alathur,Banana,2025-11-14,Rabi,34.86,31.05,37.96,35.37,33.81,33.93,11209,Drought,0,0
Kozhikode,Vadakara,Onion,2025-11-15,Rabi,39.4,37.12,41.9,40.2,38.6,38.92,8630,Drought,0,0
Ernakulam,Perumbavoor,Tomato,2025-11-16,Rabi,34.09,30.1,36.72,34.89,30.46,28.94,13870,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Banana,2025-11-17,Rabi,33.77,31.67,36.12,34.09,32.54,34.16,10728,Drought,0,0
Ernakulam,Perumbavoor,Onion,2025-11-18,Rabi,38.47,35.26,41.07,39.57,37.69,40.56,14053,None,0,0
Malappuram,Tirur,Tomato,2025-11-19,Rabi,28.24,25.67,30.32,27.01,29.67,30.28,11541,None,0,0
Thrissur,Chalakudy,Tomato,2025-11-20,Rabi,30.87,27.87,34.5,33.51,29.24,28.28,14477,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-11-21,Rabi,43.37,39.55,46.99,43.96,38.37,39.88,8644,Rain,0,1
Kozhikode,Vadakara,Tomato,2025-11-22,Rabi,31.29,29.25,34.01,29.26,29.55,29.0,12380,Drought,0,0
Palakkad,Alathur,Onion,2025-11-23,Rabi,39.27,37.11,41.43,39.54,40.03,39.01,13880,None,0,0
Kozhikode,Vadakara,Paddy,2025-11-24,Rabi,20.9,17.22,23.38,19.42,24.36,21.48,11540,Rain,0,0
Malappuram,Tirur,Onion,2025-11-25,Rabi,42.83,39.4,46.36,45.59,39.78,40.35,9035,Flood,0,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-11-26,Rabi,29.71,27.33,33.35,29.41,30.28,30.33,13679,Rain,0,1
Thrissur,Chalakudy,Onion,2025-11-27,Rabi,40.48,37.31,42.65,38.66,38.59,39.45,11153,Rain,0,0
Palakkad,Alathur,Paddy,2025-11-28,Rabi,23.1,20.31,25.48,21.36,20.46,21.95,11100,Rain,0,0
Malappuram,Tirur,Banana,2025-11-29,Rabi,34.92,32.11,37.39,34.71,34.39,33.77,14001,Drought,0,0
Kozhikode,Vadakara,Onion,2025-11-30,Rabi,36.91,34.03,39.2,36.37,40.44,40.53,16478,Rain,0,1
Thrissur,Chalakudy,Paddy,2025-12-01,Rabi,20.22,17.1,23.59,22.44,20.01,22.33,14452,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-12-02,Rabi,19.3,16.72,21.38,19.76,33.92,34.63,11330,Flood,0,0
Ernakulam,Perumbavoor,Paddy,2025-12-03,Rabi,20.39,16.55,23.05,22.44,20.85,21.83,11323,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-12-04,Rabi,24.33,21.13,27.82,23.31,20.08,22.52,10665,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-12-05,Rabi,37.2,34.19,39.54,38.54,33.77,32.19,11942,None,0,0
Palakkad,Alathur,Onion,2025-12-06,Rabi,40.2,36.44,43.47,41.95,42.38,39.32,14403,Rain,0,1
Palakkad,Alathur,Tomato,2025-12-07,Rabi,31.53,28.2,33.96,33.14,30.75,28.06,11533,None,0,0
